Time,Show,Episode,Image
12:00am,The Culpepper Cattle Co. (1972),""
12:30am
1:00am
1:30am
2:00am,The Pride of the Yankees (1942),""
2:30am
3:00am
3:30am
4:00am,"","",""
4:30am,"","",""
5:00am,"","",""
5:30am,"","",""
6:00am,The Trouble With Tracy,"",""
6:30am,My Country,"",""
7:00am,Folly Foot,"",""
7:30am,NFB Canada On Film,"",""
8:00am,Worzel Gummidge,"",""
8:30am,Dino-Riders,"",""
9:00am,"Denver, The Last Dinosaur","",""
9:30am,Teenage Mutant Ninja Turtles,"",""
10:00am,Saber Rider and the Star Sheriffs,"",""
10:30am,She-Ra: Princess of Power,"",""
11:00am,Ghostbusters,"",""
11:30am,Blake's 7,"",""
12:00pm
12:30pm,You Can't Do That On Television,"",""
1:00pm,Wonderstruck,"",""
1:30pm,Let's Go,"",""
2:00pm,The Paper Chase (1973),""
2:30pm
3:00pm
3:30pm
4:00pm,Bonanza,"",""
4:30pm
5:00pm,The Third Man,"",""
5:30pm,Wild Kingdom,"",""
6:00pm,The Edison Twins,"",""
6:30pm,Dr. Fad,"",""
7:00pm,Doctor Who,Remembrance of the Daleks - Part 3,""
7:30pm,You Can't Do That On Television,"",""
8:00pm,Sing Boy Sing (1958),""
8:30pm
9:00pm
9:30pm
10:00pm,Smith and Smith,"",""
10:30pm,Going Great,"",""
11:00pm,Contact,"",""
11:30pm
