Time,Show,Episode,Youtube Video ID
12:00am,Chef!,,
12:30am,Are You Being Served?,The Junior,
1:00am,"Yes, Prime Minister",,
1:30am,The Campbells,,
2:00am,The Cisco Kid,,
2:30am,Flipper,,
3:00am,The Adventures of Rocky and Bullwinkle and Friends,,
3:30am,Speed Racer,,
4:00am,Superhuman Samurai Syber-Squad,,
4:30am,The Super Mario Bros. Super Show!,,
5:00am,Muppet Babies,,
5:30am,Hallo Spencer,,
6:00am,Ballooner Landing,,
6:30am,Poetree and Friends,,
7:00am,C.O.P.S.,,
7:30am,Tenko and the Guardians of the Magic,,
8:00am,Street Sharks,,
8:30am,The Mighty Hercules,Newton's Replacement / The Deadly Gift / (A bully steals Timon's bow and arrow.) / Timon to the Aid of Hercules,
9:00am,Dragon Ball,,
9:30am,Spider-Man,,
10:00am,X-Men,,
10:30am,Earthworm Jim,,
11:00am,Rugrats,,
11:30am,What-A-Mess,,
12:00pm,It's Alive,"(A spoof of ""Beakman's World""; Al tries to escape in ""Tales From The Tank"")",
12:30pm,Hypernauts,First Contact,
1:00pm,Speed Racer,,
1:30pm,Hit List,"(""Weird Al"" Yankovic co-hosts)",
2:00pm,,,
2:30pm,The Secret World of Alex Mack,Science Fair,
3:00pm,Sweet Valley High,,
3:30pm,Bump In The Night,,
4:00pm,Woody Woodpecker,,
4:30pm,Yogi Bear,,
5:00pm,,,
5:30pm,Rocko's Modern Life,,
6:00pm,Spider-Man,,
6:30pm,Squawk Box,Bird Lady,
7:00pm,Captain Power and the Soldiers of the Future,,
7:30pm,Goosebumps,,
8:00pm,Are You Afraid Of The Dark?,The Tale of the Bookish Babysitter,
8:30pm,Video & Arcade Top 10,,
9:00pm,Courage of Black Beauty (1957),,
9:30pm,,,
10:00pm,,,
10:30pm,,,
11:00pm,Super Dave Osborne,Car Phone Warning System,
11:30pm,Dog House,Coming of Age,
