Time,Show,Episode,Image
12:00am,Where the Lilies Bloom (1974),""
12:30am
1:00am
1:30am
2:00am,Home & Away,"",""
2:30am,Doctor Who,"",""
3:00am,"","",""
3:30am,"","",""
4:00am,"","",""
4:30am,"","",""
5:00am,"","",""
5:30am,"","",""
6:00am,The Waterville Gang,"",""
6:30am,OWL/TV,"",""
7:00am,Mr. Wizard's World,"",""
7:30am,My Little Pony Tales,"",""
8:00am,Muppet Babies,"",""
8:30am,The New Archies,"",""
9:00am,Captain Planet and the Planeteers,"",""
9:30am,Teenage Mutant Ninja Turtles,"",""
10:00am,The Super Mario Bros. Super Show!,"",""
10:30am,Biker Mice From Mars,"",""
11:00am,The Pink Panther,"",""
11:30am,Rupert,"",""
12:00pm,Casper,"",""
12:30pm,YTV News,"",""
1:00pm,Meet Me in St. Louis (1944),""
1:30pm
2:00pm
2:30pm
3:00pm,Little House on the Prairie,Dark Sage,""
3:30pm
4:00pm,Trainer,Season 2 Episode 5,""
4:30pm
5:00pm,Tarzan,Tarzan and the Extra-Terrestrials,""
5:30pm,Wild Kingdom,(A young grizzly prepares for hibernation.),""
6:00pm,Thunderbirds,The Mighty Atom,""
6:30pm
7:00pm,Catwalk,Mother's Day,""
7:30pm
8:00pm,YTV News,"",""
8:30pm,Rough Guide,New Zealand,""
9:00pm
9:30pm,Maniac Mansion,Baby Heat,""
10:00pm,The Adventures of the Black Stallion,A House Divided,""
10:30pm,Positive Parenting,(The importance of music in the family. With special guests: Sharon. Lois & Bram; Kideo; Bram Smitts & Family.),""
11:00pm
11:30pm,Profiles of Nature,Bighorn Sheep,""
