Time,Show,Episode,Youtube Video ID
12:00am,,,
12:30am,,,
1:00am,Country Clips,,
1:30am,,,
2:00am,,,
2:30am,Wish You Were Here,,
3:00am,,,
3:30am,,,
4:00am,,,
4:30am,,,
5:00am,,,
5:30am,,,
6:00am,My Country,,
6:30am,Man of the North,,
7:00am,In South Seas,,
7:30am,He-Man & The Masters Of The Universe,,
8:00am,Blackstar,,
8:30am,Captain Marvel (Shazam!),,
9:00am,The Lone Ranger,,
9:30am,Spartakus and the Sun Beneath the Sea,,
10:00am,Let Me Prove It,,
10:30am,The Secret Lives of Waldo Kitty,,
11:00am,News From Zoos,,
11:30am,Let's Go,,
12:00pm,Lost Kingdoms,,
12:30pm,Mr. Microchip,,
1:00pm,Children Of The World,,
1:30pm,Story Theatre,,
2:00pm,Movie,,
2:30pm,,,
3:00pm,,,
3:30pm,The Adventures of Black Beauty,,
4:00pm,Frontier Doctor,,
4:30pm,Stories Of The Century,,
5:00pm,The Third Man,,
5:30pm,Man In Nature,,
6:00pm,The Muppets Show,,
6:30pm,You Can't Do That On Television,,
7:00pm,The Edison Twins,,
7:30pm,Adventures In Rainbow Country,,
8:00pm,Folly Foot,,
8:30pm,Andy Robson,,
9:00pm,Home and Away,,
9:30pm,Smith and Smith,,
10:00pm,Movie,,
10:30pm,,,
11:00pm,,,
11:30pm,,,
