Time,Show,Episode,Youtube Video ID
12:00am,,,
12:30am,,,
1:00am,,,
1:30am,,,
2:00am,,,
2:30am,,,
3:00am,,,
3:30am,,,
4:00am,,,
4:30am,,,
5:00am,,,
5:30am,,,
6:00am,,,
6:30am,,,
7:00am,,,
7:30am,,,
8:00am,Mummies Alive,,
8:30am,Spider-Man,,
9:00am,Rugrats,Chuckie's Red Hair / Spike Runs Away,
9:30am,Hey Arnold!,,
10:00am,The Angry Beavers,,
10:30am,Aaahh!!! Real Monsters,,
11:00am,ReBoot,,
11:30am,Beasties,,
12:00pm,Ninja Turtles: The Next Mutation,,
12:30pm,X-Men,,
1:00pm,Uh-Oh!,,
1:30pm,Sam & Max: Freelance Police,,
2:00pm,Goosebumps,A Night In Terror Tower (Part 1),
2:30pm,A Night In Terror Tower (Part 2),,
3:00pm,Sailor Moon,"No Thanks, Nurse Venus",
3:30pm,Tiny Toon Adventures,,
4:00pm,Freakazoid!,,
4:30pm,Dexter's Laboratory,,
5:00pm,,,
5:30pm,Rocko's Modern Life,,
6:00pm,Adventures of Shirley Holmes,,
6:30pm,ReBoot,,
7:00pm,Buffy the Vampire Slayer,Surprise,
7:30pm,,,
8:00pm,Goosebumps,,
8:30pm,Freaky Stories,,
9:00pm,Goosebumps,,
9:30pm,Are You Afraid of the Dark?,,
10:00pm,Breaker High,,
10:30pm,Neon Rider,Live and Let Go,
11:00pm,,,
11:30pm,The Anti-Gravity Room,,
