Time,Show,Episode
12:00am,Are You Being Served?,
12:30am,Keeping Up Appearances,
1:00am,Breaker High,
1:30am,,
2:00am,,
2:30am,,
3:00am,,
3:30am,,
4:00am,,
4:30am,,
5:00am,,
5:30am,,
6:00am,Maya The Bee,
6:30am,Kitty Cats,
7:00am,The Adventures of Paddington Bear,
7:30am,King Arthur & The Knights of Justice,
8:00am,Mummies Alive!,
8:30am,Spider-Man,
9:00am,Rugrats,Give & Take / The Gold Rush
9:30am,Hey Arnold!,
10:00am,Angry Beavers,Stinky Toe / House Broken
10:30am,Aaahh!!! Real Monsters,
11:00am,ReBoot,Showdown
11:30am,Beasties,Code Of Hero
12:00pm,Ninja Turtles: The Next Mutation,
12:30pm,X-Men,
1:00pm,Uh Oh!,
1:30pm,YTV News,(The Super Bowl; band Our Lady Peace)
2:00pm,YTV's Hit List,(Brit List part 2 of 3)
2:30pm,,
3:00pm,NBA Dunk Street,
3:30pm,Tiny Toon Adventures,
4:00pm,Freakazoid,
4:30pm,Dexter's Laboratory,
5:00pm,,
5:30pm,Rocko's Modern Life,
6:00pm,The Adventures of Shirley Holmes,
6:30pm,ReBoot,
7:00pm,Buffy The Vampire Slayer,School Hard
7:30pm,,
8:00pm,Goosebumps,
8:30pm,Freaky Stories,
9:00pm,Goosebumps,
9:30pm,Are You Afraid of the Dark?,
10:00pm,Breaker High,
10:30pm,YTV's Hit List,(Brit List part 2 of 3)
11:00pm,,
11:30pm,The Anti-Gravity Room,Crime
